index,sim_idx,hdgrid,avg_msc,avg_delays,instant_delays,vol_dep,density,logsum,time
1,1,5.0,-0.1457028735125787,2.122137462779884,2.1213263084819993,0.01122856493132411,0.01122856493132411,-478.70970006452524,35.30842367870864
2,1,5.083333333333333,-0.19948765188352766,2.12260848006562,2.121497046193745,0.05544134132070915,0.06666990625203326,-478.70970006452524,35.30842367870864
3,1,5.166666666666667,-0.2658574222385341,2.123217020260122,2.122193130379384,0.2260299762097019,0.2926998824617352,-478.70970006452524,35.30842367870864
4,1,5.25,-0.33267911369759434,2.123730573116269,2.1234504360419604,0.40826781424388614,0.7009676967056213,-478.70970006452524,35.30842367870864
5,1,5.333333333333333,-0.35608391988130683,2.123849371515937,2.1240875030458852,0.2068661278411717,0.9078338239814348,-478.70970006452524,35.30842367870864
6,1,5.416666666666667,-0.3425130800139401,2.123698852463923,2.1242592338329964,0.0642785363705026,0.9635976331959673,-478.70970006452524,35.30842367870864
7,1,5.5,-0.310432868887857,2.1233696496059116,2.1241818814156566,0.019565773325216824,0.9384800318888716,-478.70970006452524,35.30842367870864
8,1,5.583333333333333,-0.2662016114567722,2.1229231512374693,2.1236341384045776,0.006447874176172155,0.7606188732567639,-478.70970006452524,35.30842367870864
9,1,5.666666666666667,-0.2247276977617729,2.1225833421711555,2.122530388198114,0.0051020178349808236,0.40221303951491977,-478.70970006452524,35.30842367870864
10,1,5.75,-0.22312755058434697,2.122665226650921,2.1218036712406163,0.020285458622027484,0.16623609878951284,-478.70970006452524,35.30842367870864
11,1,5.833333333333333,-0.2708525817948707,2.123192791978581,2.1218395812557804,0.1108789940205465,0.17789667094535538,-478.70970006452524,35.30842367870864
12,1,5.916666666666667,-0.34612588154973895,2.1239160818840697,2.1229453649096413,0.38968144188787446,0.5369627984798102,-478.70970006452524,35.30842367870864
13,1,6.0,-0.4042506314331505,2.124414380541116,2.123951838989096,0.3373180935761856,0.8637814749104761,-478.70970006452524,35.30842367870864
14,1,6.083333333333333,-0.41365202661035916,2.1246631447005506,2.1242624228373814,0.1114545078844924,0.9646331553355809,-478.70970006452524,35.30842367870864
15,1,6.166666666666667,-0.40161500456362376,2.124715516932001,2.1266928843393607,0.8370341724060346,1.7538439531168781,-478.70970006452524,35.30842367870864
16,1,6.25,-0.3522800446505755,2.1236447052521945,2.1260507785350176,0.18233372796572123,1.5453416445252701,-478.70970006452524,35.30842367870864
17,1,6.333333333333333,-0.2986843935780513,2.12253667527479,2.1229029188336836,0.007912824483056233,0.5231798599547196,-478.70970006452524,35.30842367870864
18,1,6.416666666666667,-0.3580374588764004,2.1225094242164526,2.121654073591257,0.0018327562141387357,0.11765928319251907,-478.70970006452524,35.30842367870864
19,1,6.5,-0.5655242570830713,2.1231817648351528,2.12139841917111,0.0026085896713731707,0.034644090927173236,-478.70970006452524,35.30842367870864
20,1,6.583333333333333,-0.9106959894633884,2.124425588071768,2.121347912533968,0.0056229316519505745,0.018243755698783788,-478.70970006452524,35.30842367870864
21,1,6.666666666666667,-1.4735053953865418,2.1265351452244925,2.1213737800830073,0.014297831581051981,0.02664337404179046,-478.70970006452524,35.30842367870864
22,1,6.75,-2.3669624891002674,2.1300141191324804,2.1215401737075137,0.0556468531835182,0.08067411883464048,-478.70970006452524,35.30842367870864
23,1,6.833333333333333,-3.7187911849761157,2.135366627257414,2.1246638129263196,1.0172742705381626,1.0949711146304006,-478.70970006452524,35.30842367870864
24,1,6.916666666666667,-5.654497093860073,2.142168208677751,2.1273067741415055,1.0696773302061187,1.9531840620246463,-478.70970006452524,35.30842367870864
25,1,7.0,-8.43838832235886,2.151717512521853,2.1290151329037776,1.2072077960008298,2.507916231438216,-478.70970006452524,35.30842367870864
26,1,7.083333333333333,-12.352500921365465,2.165743940931572,2.134033636267467,1.7966525509604907,4.1375067598625,-478.70970006452524,35.30842367870864
27,1,7.166666666666667,-17.849401960217733,2.1851765526628015,2.1435969983573786,3.316711251953711,7.242887617902868,-478.70970006452524,35.30842367870864
28,1,7.25,-25.100922952867137,2.210164956116419,2.153543148256214,3.856326452624772,10.472565969162236,-478.70970006452524,35.30842367870864
29,1,7.333333333333333,-34.65719655364139,2.2437832523923333,2.1667830241328176,6.001368949131918,14.771771282469988,-478.70970006452524,35.30842367870864
30,1,7.416666666666667,-46.97814381215959,2.288437993895859,2.1860782229845763,9.14129421372347,21.0372394936486,-478.70970006452524,35.30842367870864
31,1,7.5,-62.36790355184174,2.3447445185623588,2.2408796160422226,20.562853192074297,38.8321525582369,-478.70970006452524,35.30842367870864
32,1,7.583333333333333,-79.23336019764987,2.4027624732455775,2.2687596402664276,15.875513273212961,47.885254671653364,-478.70970006452524,35.30842367870864
33,1,7.666666666666667,-99.82575954177909,2.4747778747950795,2.321945316258017,22.149721685535532,65.15551784828689,-478.70970006452524,35.30842367870864
34,1,7.75,-122.92148953423151,2.553908371161042,2.385219762853028,22.95614362879997,85.70177066313303,-478.70970006452524,35.30842367870864
35,1,7.833333333333333,-147.52449814502273,2.6381073628731104,2.4486309336844574,24.181115488549775,106.29242008480118,-478.70970006452524,35.30842367870864
36,1,7.916666666666667,-173.9265044855576,2.7282704203756074,2.5267002886803502,30.07945353718555,131.6428228327575,-478.70970006452524,35.30842367870864
37,1,8.0,-201.55230789367965,2.82085580331437,2.5994069504380115,30.465089277254613,155.25187094277592,-478.70970006452524,35.30842367870864
38,1,8.083333333333334,-230.4363089590211,2.91916770103371,2.6790205826881666,37.3058084109051,181.10372589758242,-478.70970006452524,35.30842367870864
