obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06670079105014913,1,235.198836559,106.11409415215729,87.17070686560893,79.97708436975132,-0.11095687103174334,91.28456985978801,56.263265205463725,18.62592917358023,58.75857040916872
