obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06668663556667556,1,611.228581364,104.0885151658237,88.03377111481477,79.74003919402689,-1.5198534395260208,85.93794519055943,59.71930872092677,19.82104726862529,58.59919868194833
