obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06826882308119472,1,459.380076554,109.85662788007618,89.25090293747856,76.97292099561699,-1.5972684667843013,67.09100726488178,425.6908679566483,13.891889203824666,59.043454488853314
