obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06673101147851988,1,364.081168461,104.27646110069408,88.2124255783077,79.74221433267566,-1.303474506593226,89.85423676887633,58.65556374194332,20.497839040691776,58.62693669522025
