obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.0667475687399156,1,846.146616779,103.0543911253334,87.01123580321419,80.60273240781117,-1.3342607733694236,88.73870106519979,60.15581981445602,19.462274480703613,58.41979776386012
