obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06669637190684037,1,299.306848173,101.78668152941714,86.59270260357503,81.21503440041306,-1.8470490582387549,85.64827459823688,59.75084188005857,19.71953426686636,58.40604349145638
