obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06666955797356969,1,235.114248816,103.17001364152851,87.4069265491013,80.42093433088623,-1.0259040025102142,90.40681210776029,57.98792783437409,21.057722493153836,58.475539496472976
