obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06667203780328461,1,562.064035677,105.01952564208585,89.4522014977038,79.36390718212836,-0.26777385029741624,82.58336433343358,59.69369097798161,21.44835398636956,58.81995279543392
