obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06668609305238518,1,209.755898947,103.84722368838936,87.71942224307631,80.02726321521011,-1.426253786932571,86.33456165029033,59.9870345629656,18.70408066609521,58.6303507157953
