obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06676000690221955,1,294.537827216,106.0966634541252,88.25778740158239,79.10664624584597,-0.4228475270988805,91.97843042265694,61.08838707864755,20.053908720194418,58.642040739372185
