obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06668465125834068,1,207.540060007,104.77651842854696,88.75128850296149,79.58999831670265,-0.4254506087473555,90.53420389089776,58.70452658355865,22.540381281212372,58.62402003091304
