obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.06673100548396402,1,427.051411889,104.29931769278521,88.20867501400294,79.74097056072944,-1.2906397239420826,89.84979695404448,58.65899590127028,20.583012272061502,58.62940020408072
