run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,0.08382777166680375,1,2458.14358852,0,42.255210966576605,88.6308692124429,2.102981328480168,48.54705351539783,57.86384944215191,34.27943505846475,37.4008098119877
2,0.08367862481963365,0,7255.796215651,0,42.378696130049406,88.34486593840059,2.167381714308215,57.13838876667442,43.31580837043497,34.482160167269036,37.21508958852245
3,0.08367919033156998,1,688.611771581,0,42.735273872343114,88.32724913916309,2.194918974623802,56.903838640651784,43.047026922792774,33.95328384609105,37.387508130137796
4,0.08367918913767956,1,867.729175181,0,42.70233629270156,88.31649694882007,2.194792795769044,56.93057460696389,43.070532474282544,33.94191370218232,37.362827544769104
5,0.08367889073024797,1,858.451730291,0,42.936618349701604,88.25778664667325,2.227619405963133,56.99610481915672,43.13646578774761,34.39486802656966,37.463479723142385
6,0.08383998289302119,1,202.783365055,0,41.93677725390944,88.66307202798318,2.0625193308089136,49.81475381373988,53.94284207806076,33.88247689291984,37.2383659909225
7,0.0838319046249581,1,1555.138627445,0,45.1427793949623,88.3476110893108,2.3809037733044773,49.20275841396188,58.7345736562351,33.068496685838696,38.76051911345975
8,0.0836782828205789,1,3772.36701836,0,42.34554295652198,88.42509744514815,2.150658509100633,56.94852190388694,43.15304158562774,34.28694642720553,37.23687985342595
9,0.0838243974984315,1,454.827348913,0,43.385008394255195,88.47245866894156,2.194234472278472,48.74185058678735,59.109187836945395,33.190376178498816,37.91925378734528
10,0.0838352915274202,1,337.654590507,0,41.69429514854,88.81051337103136,2.0041514525218767,49.755438807355745,56.28101652885922,32.10749524994739,37.20812083618729
11,0.08367909215194715,1,5350.880208964,0,43.007514147785216,88.19299328941997,2.250280632508041,56.804995294454194,42.96087652958308,34.18961873396378,37.4588699063226
12,0.08368055746576727,1,448.143689645,0,40.50581235916317,88.66438947745914,1.9297392864767313,56.63686720541462,43.10787124768117,34.311981329729115,36.39870285090737
13,0.0838254763778499,1,696.042038,0,41.62617814761185,88.90416061230069,2.0450565875442708,49.01793710932994,57.68518135612312,32.79817194428303,37.14284026342408
14,0.08367977259192189,1,4739.15474338,0,43.25340599940633,88.13683775292924,2.271526067475922,57.14325667911324,43.219096324154776,34.40816973585544,37.56816921206777
15,0.0836803798563989,0,7264.858590751,0,43.56196144345373,88.18485629820331,2.3129972755842254,56.874673464392146,42.95696222094924,34.19618752001268,37.72987323712762
16,0.08367810786004595,1,520.651114777,0,42.30090191959519,88.39740212486899,2.1520341519171144,56.853053953052395,43.08792640836625,34.344600117531655,37.19848638732253
17,0.08368046727962482,1,790.280953588,0,42.270099442778694,88.3025868920184,2.1416822076633997,57.33609247289271,43.41989488301148,33.76971398300489,37.14044359199245
18,0.08367822627342983,1,2731.205160425,0,42.29463062694974,88.37814613314292,2.154641807144618,56.903123109023234,43.12042817739564,34.25911944816261,37.18253119301818
19,0.08367859722403306,1,492.176382181,0,42.75223194105563,88.26979370705973,2.206927431503198,56.90723263869487,43.07667109556533,34.28226101390619,37.37140878760186
20,0.08368282974410403,1,5605.722236303,0,44.27986238626229,88.12433461845536,2.386782495169046,56.99402997303109,42.97971845068,34.26876826929832,38.07512139977011
21,0.08367944029905852,1,1344.739487584,0,43.224203336059134,88.32465785778349,2.2557529695016703,56.92959580589936,43.04724530889099,34.32499329234616,37.63771714768662
22,0.08382570310121175,1,576.940172287,0,42.80402531036693,88.40205560819123,2.1256500683353066,49.15136665217426,59.00656022939789,33.55606286116739,37.60849160203943
23,0.08382638273011864,1,532.410704616,0,43.047793698680884,88.47676527209853,2.168122880464576,49.004977778038935,58.70376037862166,33.21684387604573,37.73956910167278
24,0.08368198953557664,1,2365.919941161,0,43.95113727639522,88.17427414394216,2.3402432307786647,57.05948892888396,43.048680734402616,34.066333865152416,37.93573574492178
25,0.08368401764876578,1,4469.046362579,0,44.54600724225283,88.09063371520219,2.4182783934028365,57.02442290017231,42.97457514122192,34.26357502888759,38.193735177966104
26,0.08368228812764678,1,1725.381613372,0,42.95484260600474,88.26974968954546,2.214929232718155,57.15834694898888,43.15673825021941,33.20131916542601,37.465938329178584
27,0.08382914814886225,1,551.930497179,0,44.173313660088766,88.35045725880053,2.2926242895340856,49.39639036215428,58.402159876520244,33.308831732477174,38.26009055382374
28,0.08368047677329427,1,555.839845444,0,42.82658982767789,88.31225372972641,2.2020075348349817,57.06100339686072,43.125645165370194,33.555695237304455,37.42444076109782
29,0.08367915020950242,1,4311.41334389,0,42.69973104832487,88.2249690799635,2.2179100523549264,56.95316367907345,43.096941759179906,34.03667295708363,37.306434772193874
30,0.08367916318071697,1,557.361492064,0,42.70663705481919,88.29816885019466,2.193169227432618,57.03678856468616,43.163577073088334,34.0568166611662,37.361504526766645
