uidp,mean_km,dist_mode,dist_mean,norm_mean,norm_sd,pk_am,inverse_income_with_pred,a,be,bl,sig,mu,idx,ha
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.833333333333334
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.5
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.833333333333334
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.833333333333334
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.666666666666666
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.666666666666666
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.75
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.75
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,10.0
L0517170611_F57D,15.134683,14.084,14.132417,-0.91120392,0.19356753,9.666667,0.32595822,2090.0274279480477,1048.097277271623,2197.9074971169043,25.898265559621684,73.05557057075372,1,9.583333333333334
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,10.5
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,10.25
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,10.083333333333334
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,9.25
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,9.916666666666666
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,9.5
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,10.666666666666666
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,8.916666666666666
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,10.833333333333334
L0412192917,4.0013537,4.494,4.494,-0.79644436,0.5844264,10.5,0.75512034,902.1894711048626,452.425798630063,948.7574066471066,6.847062519946721,19.314654797123698,2,10.333333333333334
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.333333333333334
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.666666666666666
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.583333333333334
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.416666666666666
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.5
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.5
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.333333333333334
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.333333333333334
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.5
L0408110413,18.316805,30.965,26.905146,0.40726185,0.31050289,10.0,3.3980434,200.48643880331957,100.53901103390989,210.8348632289044,31.343469836388792,88.41576928358752,3,11.5
L0506174402_4BB5,13.424431,13.767,13.767,-0.81466222,0.75931185,10.166667,0.27184331,2506.081978493876,1256.7383868534587,2635.437360900591,22.971705388531607,64.80013266830325,4,12.833333333333334
L0506174402_4BB5,13.424431,13.767,13.767,-0.81466222,0.75931185,10.166667,0.27184331,2506.081978493876,1256.7383868534587,2635.437360900591,22.971705388531607,64.80013266830325,4,11.0
