iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,123.20695143043419,89.27546328071317,0.0,69.62996606913943,51.19538321646375,31.793754685274134,35.23064863485344
2,69.95399692817061,95.70345850231642,0.0,47.275589770857984,66.21226952846186,20.54869367151502,19.973116105481644
3,111.78820584148306,51.82119869702292,0.0,61.19577159811618,55.721909128349,27.230204931738022,35.591474440446405
4,85.43396082951986,131.70482869454383,0.0,36.87854113421473,26.5580729006399,22.844468327652674,36.81515748952563
