uidp,mean_km,dist_mode,dist_mean,norm_mean,norm_sd,pk_am,inverse_income_with_pred,a,be,bl,sig,mu,idx,ha
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,8.916666666666666
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,9.083333333333334
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,9.25
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,8.75
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,8.166666666666666
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,9.0
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,8.333333333333334
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,8.916666666666666
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,8.666666666666666
L0520131128_5E81,9.4711246,10.313,10.362576,-1.5591664,0.40733337,9.5,0.37756038,929.2486058364835,792.1036243111288,983.2611466633495,9.940024383585069,22.90405556645358,1,8.25
