index,sim_idx,hdgrid,avg_msc,avg_delays,instant_delays,vol_dep,density,logsum,time
1,1,5.0,0.0,2.052264237007777,2.0522642370077717,5.169001649975498e-16,5.169001649975498e-16,-786.4802533216828,37.55612388094959
2,1,5.083333333333333,0.0,2.052264237007789,2.0522642370077717,1.1518763698184038e-15,1.6687765348159415e-15,-786.4802533216828,37.55612388094959
3,1,5.166666666666667,0.0,2.0522642370078517,2.0522642370077717,2.573670747566061e-15,4.242447282381738e-15,-786.4802533216828,37.55612388094959
4,1,5.25,0.0,2.052264237008176,2.0522642370077717,5.7670533432319275e-15,1.0009475609669833e-14,-786.4802533216828,37.55612388094959
5,1,5.333333333333333,0.0,2.052264237009982,2.0522642370077717,1.2968978492729986e-14,2.297795055205863e-14,-786.4802533216828,37.55612388094959
6,1,5.416666666666667,8.830567676364314e-10,2.0522642370231203,2.0522642370077717,2.9315563381087456e-14,5.216761470066152e-14,-786.4802533216828,37.55612388094959
7,1,5.5,2.534371980321285e-10,2.0522642371897466,2.052264237007772,6.684231253391179e-14,1.1836237348375693e-13,-786.4802533216828,37.55612388094959
8,1,5.583333333333333,-1.2892762662300014e-7,2.0522642404769513,2.0522642370077726,1.5488727267703185e-13,2.7176623212153636e-13,-786.4802533216828,37.55612388094959
9,1,5.666666666666667,-9.351517923330617e-6,2.052264302174682,2.052264237007774,3.703584503841258e-13,6.387154454453478e-13,-786.4802533216828,37.55612388094959
10,1,5.75,-0.0001949999619465799,2.0522647530433304,2.052264237007777,9.400067443552968e-13,1.5707208526327177e-12,-786.4802533216828,37.55612388094959
11,1,5.833333333333333,-0.0005975470563845565,2.052265619007485,2.0522642370077864,2.6426903270441246e-12,4.193648717729211e-12,-786.4802533216828,37.55612388094959
12,1,5.916666666666667,-0.0021771155359815325,2.0522691462955676,2.052264237007816,8.587548123230551e-12,1.2727649676774897e-11,-786.4802533216828,37.55612388094959
13,1,6.0,-0.00859807729639519,2.052278250805437,2.0522642370079303,3.265964445995071e-11,4.522035704059872e-11,-786.4802533216828,37.55612388094959
14,1,6.083333333333333,-0.023127936056664262,2.0522951201856006,2.052264237008423,1.4119905519636786e-10,1.8580662953250423e-10,-786.4802533216828,37.55612388094959
15,1,6.166666666666667,-0.051331371499244355,2.052324031695605,2.052264237010737,6.626229864475284e-10,8.458397701641542e-10,-786.4802533216828,37.55612388094959
16,1,6.25,-0.09341204012246165,2.0523824374194874,2.052264237022093,3.251670285293673e-9,4.085493848136573e-9,-786.4802533216828,37.55612388094959
17,1,6.333333333333333,-0.1676625472482881,2.0525014061543594,2.0522642370791186,1.6326248949176723e-8,2.0353043724599808e-8,-786.4802533216828,37.55612388094959
18,1,6.416666666666667,-0.3363249517375327,2.0527968489020347,2.052264237369612,8.316310492448209e-8,1.032218230517226e-7,-786.4802533216828,37.55612388094959
19,1,6.5,-0.7275015790732586,2.0534484011361176,2.052264238885207,4.338486567899181e-7,5.355742612547e-7,-786.4802533216828,37.55612388094959
20,1,6.583333333333333,-1.446573516550345,2.0546101377801866,2.052264247528111,2.4732328269715673e-6,3.001127667684365e-6,-786.4802533216828,37.55612388094959
21,1,6.666666666666667,-2.676779811578393,2.0565339584063627,2.0522643146767834,1.919530367459597e-5,2.215656854459825e-5,-786.4802533216828,37.55612388094959
22,1,6.75,-4.570784176424825,2.059598260447577,2.0522652412167237,0.00026452416439744296,0.0002864697772203833,-786.4802533216828,37.55612388094959
23,1,6.833333333333333,-7.51996754077553,2.064615768558917,2.0522842294573964,0.0054179159546917394,0.0057032279778233275,-786.4802533216828,37.55612388094959
24,1,6.916666666666667,-12.314990557019257,2.0729713676376,2.0526392821733257,0.10129235177265991,0.10698879433513382,-786.4802533216828,37.55612388094959
25,1,7.0,-19.70500036368497,2.0863208008529512,2.054938761533787,0.6560145451805641,0.7629591866236869,-786.4802533216828,37.55612388094959
26,1,7.083333333333333,-29.96088205250278,2.106183865207168,2.0568347378032383,0.5411936805798585,1.3038226179841963,-786.4802533216828,37.55612388094959
27,1,7.166666666666667,-43.9955566880827,2.136167638238101,2.072587041621006,4.49666337211767,5.7974680459284444,-786.4802533216828,37.55612388094959
28,1,7.25,-62.534252119077195,2.1738355509319036,2.100968774899141,8.138969408373246,13.893899365299484,-786.4802533216828,37.55612388094959
29,1,7.333333333333333,-85.39626054393189,2.2166654212997416,2.1308714358332104,9.379406022800218,22.424204338098733,-786.4802533216828,37.55612388094959
30,1,7.416666666666667,-113.11901668534263,2.266379099672509,2.163193460977532,12.444993848718905,31.64467914559023,-786.4802533216828,37.55612388094959
31,1,7.5,-144.94049491889416,2.325142530104415,2.185713836522599,9.465064210394557,38.06904625876975,-786.4802533216828,37.55612388094959
32,1,7.583333333333333,-184.6180330821852,2.4033128593403243,2.222278427172284,13.876258181312508,48.49979388136699,-786.4802533216828,37.55612388094959
33,1,7.666666666666667,-231.32554581945055,2.501481898653444,2.2990838944102614,26.043177728597737,70.41001988308778,-786.4802533216828,37.55612388094959
34,1,7.75,-279.57080089523225,2.6044660408670604,2.4174334402285464,36.7840596503563,104.1714875146193,-786.4802533216828,37.55612388094959
35,1,7.833333333333333,-323.44232818512666,2.6941815728492404,2.486866244392614,24.036872682027983,123.97852060582244,-786.4802533216828,37.55612388094959
36,1,7.916666666666667,-371.35707814278965,2.78989859173118,2.54925199564892,29.77161193194734,141.77524730338394,-786.4802533216828,37.55612388094959
37,1,8.0,-425.51221166382436,2.897687798711318,2.60979130243668,37.786143979444404,159.04524046152022,-786.4802533216828,37.55612388094959
