obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06713384435775219,1,331.479954163,54.59023201690007,52.211500471053135,2.2058710121741933,49.41188149882799,46.01652282419921,15.229216837283621,33.64476275559213
