obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06711644841256649,1,866.645251989,54.234370662567784,52.499641968389305,2.200154214303878,51.8035099917319,44.72771703083785,15.469354524467974,33.53702866323384
