obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.08690768447349206,1,357.314603053,105.49203895634282,84.49713260340006,9.24363803537072,113.57770583121675,112.66192273728191,68.61168544633553,56.00282422863842
