obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.08697826952230488,1,274.073583777,104.08870669513958,84.64581495443501,8.973609823238057,164.64388244507248,73.34255890107247,60.916015973432366,55.530659628732245
