obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.08697839876173752,1,337.746204703,103.91823141834807,84.68284410849084,8.949449404879289,165.59261712474165,73.5646010677453,60.89377297857477,55.48467309591955
