run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3
1,0.06531749216044076,1,64.397484462,0,68.31432708416509,67.52143744620405,17.00852573439329
2,0.0652665208459349,1,93.251176245,0,73.50789022467474,59.27775573045734,16.99846919075446
3,0.0652314547498919,1,79.737536261,0,84.88817352701963,55.62345111538312,16.255557391095813
4,0.0652314543816286,1,58.832703061,0,84.9121360509706,55.61998319898792,16.259079738694712
5,0.065231481798785,1,900.893458759,0,85.08415611833573,55.64336649955245,16.287161830117867
6,0.06532231523213239,1,158.927699813,0,69.36492156891633,68.45349347598763,16.808331237429744
7,0.06519233971187503,1,73.174779624,1,87.84902784035062,54.98749037429399,16.37671242037775
8,0.06526267642324338,1,102.909224012,0,74.72836993122189,60.39347479282725,17.140135116376772
9,0.06523149093663808,1,65.015185802,0,84.73945045992613,55.58192947000097,16.293361435638595
10,0.0652644550020227,1,78.636077021,0,73.80997454594844,59.59923419654104,16.94202971364455
11,0.06523145472576247,1,55.184887675,0,84.93188390211003,55.61899888784724,16.26207989547773
12,0.06519930699814958,1,82.29906872,0,85.7388865181696,54.14573519314371,16.122123715600654
13,0.0652314619630534,1,115.218158195,0,84.98078694212701,55.60079825305313,16.268708683476532
14,0.06523145504015744,1,77.737740339,0,84.8820687130749,55.62302333902453,16.254549634832678
15,0.06526540977502636,1,71.667203296,0,73.64333542971988,59.448938279061004,16.91915083698947
16,0.06531259032618125,1,96.313949645,0,69.83130152515619,68.4530760510201,17.208368298275808
17,0.06523145438992238,1,61.980389817,0,84.90840991722753,55.62010308370519,16.258512250025355
18,0.06528666748034806,1,37.715711121,0,73.52708314629012,60.179975817919754,15.126735109699517
19,0.06531283518877498,1,51.275627583,0,69.88308645206232,68.35922892595514,17.209225522040796
20,0.06532235015366843,1,378.516881538,0,69.36049083605344,68.42664642100357,16.734681633128858
21,0.06523145445072079,1,67.804681059,0,84.89741458148846,55.62299316171979,16.2569322215796
22,0.06526265005120922,1,89.314342894,0,74.50298024060119,60.15930395296977,17.170673009825762
23,0.0653148021198975,1,74.583884916,0,69.18700458918455,67.2965476841699,17.005846512378906
24,0.0652314553490469,1,80.664866009,0,84.87606374932841,55.62542090968608,16.253731315135877
25,0.06531869442954664,1,62.427562345,0,68.46692984296043,68.49215583552309,16.98255338709693
26,0.06527644652992562,1,116.446665842,0,72.58329494115328,58.50568268074081,16.74646699738611
27,0.06595375832768516,1,28.50299422,0,76.89221961768031,59.12936604583975,9.634540281906537
28,0.06527917560576567,1,79.818223526,0,72.60196089221284,58.29311910351246,17.203308829299058
29,0.0652627354585945,1,100.471305992,0,74.35005729977595,60.091699297927335,17.006753904033335
30,0.06523145441883348,1,72.951099118,0,84.90335722862362,55.62063444884248,16.257751590940636
31,0.06531406559216625,1,103.689084651,0,69.58245504981006,69.34875071342535,17.23936990105827
32,0.0652314546174333,1,83.02881229,0,84.93131765836209,55.63100176057161,16.262654066515914
33,0.06532238091432785,1,306.453792049,0,69.33862547257937,68.41212172548228,16.754371252259595
34,0.0652314545943459,1,78.426756687,0,84.8922347221271,55.62356964245712,16.25619098256857
35,0.06523145888960727,1,62.143858602,0,84.92448169694926,55.59493818479943,16.259593101451046
36,0.06523145500223722,1,83.860420259,0,84.88230306114964,55.624712188143064,16.254725921450216
37,0.06523145434548318,1,69.415908799,0,84.90197561222462,55.62332989788826,16.257696969466775
38,0.0652314550900223,1,68.158425643,0,84.88064643138625,55.624438791214,16.254394844779164
39,0.06523145529324938,1,59.088336039,0,84.94019300605143,55.61582771069584,16.263241916362617
40,0.06526277978860043,1,115.174996687,0,74.35656798281238,60.03247170053963,17.13898197051702
41,0.06523145490578615,1,100.321016485,0,84.88418606838319,55.62557677071573,16.255066360238786
42,0.06532238736833937,1,133.397664716,0,69.33517198044649,68.40938410258755,16.756052663452728
43,0.06526259437305022,1,61.373078552,0,74.52235832996877,60.2340331947912,17.05713690286154
44,0.06523145505071677,1,94.883418834,0,84.88138244370548,55.62459245745024,16.254569977761644
45,0.06526261633394381,1,64.996271971,0,74.45911637870802,60.16052309108636,17.082379993160377
46,0.06526361952134863,1,82.131442754,0,74.0006279485677,59.75905674651597,16.993138251546558
