run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3
47,0.06523145466359823,1,74.859192331,0,84.89099391109283,55.622563306315946,16.255953743086565
48,0.06531902104364068,1,91.073026086,0,68.99253406652329,66.51266476085104,16.908187132230932
49,0.0652314612769637,1,135.848204368,0,84.98808821037085,55.60723870218276,16.27021515327331
50,0.06570423931594611,1,28.736710587,0,76.33594347054503,64.94783543983783,11.768568498667994
51,0.06523145423383715,1,75.173994613,0,84.91211974503665,55.62751775982514,16.259520824381777
52,0.06523145629720932,1,51.53489314,0,84.95859216924585,55.616782459598376,16.26613607693077
53,0.06532216759141889,1,58.57511464,0,69.44971798567187,68.52707321299519,16.788232904393734
54,0.06523147299739968,1,65.26071372,0,85.02648370978245,55.59519551997734,16.27550804584059
55,0.06523145470868157,1,53.35550937,0,84.88952266760393,55.622943585612,16.255756770456347
56,0.06523152780367475,1,190.670011166,0,85.19454497926249,55.63438525307567,16.303864930102698
57,0.06519233971187509,1,68.409303591,0,87.84902314619792,54.98749202849039,16.37670828727103
58,0.06523145517045699,1,98.437052598,0,84.87910618633997,55.62539843755007,16.25425523667887
59,0.06526730022521826,1,93.023372654,0,73.64311935508954,59.24050686865833,17.333866903161457
60,0.06523145534206096,1,71.091740375,0,84.9435562757065,55.61699161500013,16.263805089778288
61,0.06670076594837944,1,14.963327461,0,53.06408304166714,68.59305120854535,16.2583711355915
62,0.06528331148918727,1,107.157605728,0,76.60060287212835,61.35160120307434,18.843355378678755
63,0.06523147217215321,1,238.191667524,0,85.04062455295849,55.608664442922844,16.278450821735145
64,0.06523145506337752,1,90.22447422,0,84.88113309513487,55.62464622180173,16.254533760216784
65,0.06523145484731163,1,86.939236488,0,84.9249170984986,55.6154702645353,16.26083855796782
66,0.06526790182474347,1,78.211025411,0,73.31231135534284,59.1589636647295,16.85562445785503
67,0.06520847956827404,1,79.175944247,0,85.38251001266885,53.58223609898617,16.60776768339596
68,0.06532233997852673,1,133.492566277,0,69.3559575628509,68.4313446709898,16.763738835553603
69,0.06523145482317043,1,62.814826651,0,84.88590994097378,55.62551636429849,16.255258138816544
70,0.06526276563850798,1,93.991030735,0,74.37393784392467,60.044650342297246,17.14860453383141
71,0.06526268968073219,1,113.143085963,0,74.38884358624273,60.084761879928685,17.096835473207907
72,0.06519233971187513,1,114.285668707,0,87.84903651867313,54.98749133954022,16.37671242889424
73,0.06523145466578695,1,86.017424414,0,84.93443296830797,55.621961119585556,16.262690257477683
74,0.0652314546785386,1,57.347062151,0,84.9347841850892,55.6218862151296,16.262726375130136
75,0.06523146137191785,1,67.309212233,0,84.98917841513783,55.607555909356655,16.270372637747887
76,0.06519233971187731,1,75.454131485,0,87.84899863599827,54.98750195464712,16.376697734436846
77,0.06531779184193583,1,46.05772443,0,68.88772483579335,69.05837990086867,17.098698899361693
78,0.0653222742094012,1,129.589349446,0,69.38888666774096,68.46384739390135,16.768475332818458
79,0.06527130182741872,1,80.693574555,0,72.97532514013935,58.86207202132273,16.794853688356298
80,0.06523145439329561,1,74.112944754,0,84.90219123290137,55.6217005592953,16.25765793271391
81,0.06523145588979393,1,63.812629678,0,84.95845499893699,55.624233197320834,16.266491587040587
82,0.06523145440069898,1,67.004370994,0,84.9208602734374,55.63107881091585,16.261065817118624
83,0.06523145480692319,1,73.485937458,0,84.88688250905952,55.6232322624629,16.255290721915085
84,0.06520146753524596,1,81.209423373,0,85.59869765079063,53.949116192844116,16.272573341987854
85,0.06523145460319807,1,81.901532441,0,84.89406703362312,55.621348088116044,16.256355672136756
86,0.06532200311574113,1,83.842692718,0,69.73828414361667,68.82699828772238,16.879206301540897
87,0.06526311338761821,1,74.934608159,0,74.9667248360021,60.59144772198629,17.208396682360465
88,0.06523145437180097,1,81.820679324,0,84.91119234244695,55.62017557436919,16.258936853981773
89,0.06523145675380036,1,59.424945907,0,84.96861143704399,55.62304403940268,16.268010753945486
90,0.06523145559427339,1,67.690556907,0,84.9540238240166,55.62407147736611,16.26586276598705
91,0.06526277092099085,1,58.937885145,0,74.41553026270594,60.06553844980543,17.188086908081722
92,0.06523147973671452,1,85.249472222,0,85.05849116093992,55.599850961546096,16.280757896407984
93,0.06519563347198941,1,88.499310013,0,86.26041269623374,54.421085497251674,16.34058650746044
94,0.06530368753466573,1,30.011191475,0,71.35023588397793,57.836827078760514,15.671237300119376
95,0.0652314543782532,1,65.336044845,0,84.91136046194634,55.620086090715866,16.25897840006306
96,0.0653014057270713,1,31.511374426,0,73.26919603670966,62.49516536584955,16.615264372741255
97,0.06531274614165572,1,85.853499406,0,69.3500165935261,68.51473518162594,17.1330697158002
98,0.06523145452631586,1,66.983589508,0,84.92564400149554,55.619895057067104,16.26121762249266
99,0.06523145767101804,1,59.284078872,0,84.96338363574723,55.608989372620286,16.266467562004753
100,0.06533029115969156,1,113.461727122,0,71.85824856547546,71.61420246193639,17.804457340990798
101,0.06523145445495154,1,61.807881024,0,84.92296410880962,55.620243105877805,16.260761513549486
102,0.06526386986469782,1,39.431067197,0,73.93518775557345,59.71429575455054,16.954915491023918
103,0.06523145635197236,1,47.794147691,0,84.96004080517258,55.634429883948656,16.26733659098895
104,0.06523145510965929,1,74.331742097,0,84.9407013664902,55.61826615138176,16.26344763412645
105,0.06523145464913879,1,56.773916873,0,84.8901671344834,55.62563437332586,16.255996680133173
106,0.06523145532037884,1,61.548071376,0,84.876539809208,55.62574021150984,16.25383367668014
107,0.06523147075646346,1,57.409471371,0,85.02089320413445,55.59771543574385,16.274773331772924
108,0.06532435891551402,1,57.543256314,0,69.12239560568801,68.91205480126416,16.821408970601322
109,0.0652314548989061,1,60.684510745,0,84.88475845269505,55.62348102821534,16.255019063495123
110,0.06523145564795757,1,72.34907621,0,84.90937175758566,55.608599341777314,16.258016308832552
111,0.06526785663641275,1,85.445573791,0,73.32480364387865,59.148592011180526,16.900830877577167
112,0.06523145494644941,1,54.865312271,0,84.88357425945165,55.62390150828283,16.254811285766642
113,0.06519648139046576,1,68.77328051,0,86.07469994172068,54.39661781915132,16.136430655041625
114,0.06526261127720748,1,73.018503796,0,74.46607262265674,60.17412152940839,17.068219389579507
115,0.06523145536286798,1,63.580380288,0,84.942361512788,55.61610887955717,16.26357235487419
116,0.06526559357781656,1,83.408774475,0,73.86859686045827,59.46407658890884,17.326337942399725
117,0.06523145475491567,1,67.505202284,0,84.89021218525893,55.62090974673546,16.255748861598967
118,0.06523145431230287,1,48.136405436,0,84.90794157124719,55.62184911569857,16.25853537614304
119,0.06523145530846274,1,56.937235787,0,84.87674607541595,55.62517774859354,16.253864492727015
120,0.06523145422420142,1,47.423543966,0,84.9156872212039,55.62481568407665,16.25985977208609
