run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5
1,0.0814717260528478,1,206.106448498,0,389.8308381418533,92.92275553662664,65.46824119838729,26.798986119368813,93.46622108078633
2,0.08147136061671889,1,116.512624462,0,388.88304884361986,94.17552239240332,65.35017422169645,27.00224482558229,93.12959111973636
3,0.08147476253922163,1,81.242600686,0,389.0472639044986,93.31826758205683,65.83873883540043,26.82992513934396,93.2961260130081
4,0.08147053883430615,1,90.794677701,0,389.42491617976594,93.93864445706656,65.49880069383998,26.98287784596819,93.3202421555976
5,0.08147119735691578,1,184.405731322,0,389.90307010344713,93.20416321907611,65.66000665416875,26.921573056234294,93.51905416955493
6,0.08147939812127479,1,106.467912226,0,388.7574910310784,96.01221752638125,67.95530622249052,27.73016576974361,93.05665315720894
7,0.08147558944941084,1,102.270794507,0,389.9678410763545,92.76597852738342,64.4440927808587,26.882672188297477,93.47467429427373
8,0.08147568781744718,1,101.076626985,0,390.083011596995,92.69008777204698,64.25342542981747,26.865688140885492,93.52691854626775
9,0.08148238226361167,1,111.794416495,0,387.71663986967144,95.59107191536978,67.63965516146793,27.623989630492062,92.69839075548781
10,0.08147556484223867,1,486.817629045,0,390.06517132295215,92.6999429585814,64.44705019815837,26.83634399618449,93.53208408414662
11,0.08147753321151385,1,63.009021363,0,388.9099961626005,95.37337907752729,67.43500513472996,27.55875223880125,93.12621151653181
12,0.0814734343550805,1,72.286258468,0,389.3473177431686,92.67395245011825,65.14613278303565,26.752139460488074,93.33003560450145
13,0.08147568964428836,1,92.357467218,0,390.0831481675263,92.67646695079992,64.26807220986434,26.87354445216921,93.52713254888448
14,0.08147036680362821,1,87.6381916,0,389.29768797621466,94.43811448570399,65.61918225777089,27.088935701375085,93.2670142064437
15,0.08147047057756429,1,87.333405959,0,389.58775719781283,93.92404105215353,65.66604704048014,27.00869983344972,93.38761469089083
16,0.08147161649104644,1,126.485080266,0,389.7605612584671,93.09344331153858,65.47322798800252,26.871947922994153,93.48194974514907
17,0.08146703247891951,1,88.972903648,0,388.5755422170943,94.42838759304837,66.65666785689992,27.33697446809606,92.99503170513556
18,0.0814756891552715,1,89.011885407,0,390.08031838254175,92.68174375439612,64.25749656231329,26.880794255087228,93.52562201674216
19,0.08147559598499964,1,228.77500613,0,389.94849434100945,92.67940327529816,64.42739342447122,26.82273944382035,93.485218252514
20,0.08147231590593706,1,146.565134757,0,389.4693484747477,92.77693544163841,65.36827515785133,26.75181838121099,93.34904146393812
21,0.08147066103673117,1,72.748381703,0,389.5694291235755,93.84000682396179,65.48070978350688,27.030593504650856,93.3665277811903
22,0.08147148910377051,1,182.953154253,0,389.80667976489195,93.09096946969107,65.53643019151893,26.841187017049005,93.48333218924225
23,0.08150264556581772,0,1982.511552536,0,390.23243683116317,93.0946926313352,61.18748314342481,26.930986264722236,93.50687262243025
24,0.08147833709065261,1,71.28652205,0,389.8282198550291,92.87983427065343,63.42526390831644,26.729978166908296,93.4504492260629
25,0.08147038061500662,1,86.814109811,0,389.5757895466153,94.04097575273029,65.61574838818733,27.020029190681868,93.3973159857474
26,0.08148082149495968,1,113.404121269,0,389.6203710575628,96.34624324809144,68.21071536517205,27.7834190205714,93.55427847734174
27,0.08147568845999281,1,153.645580584,0,390.0694377439522,92.68955579475718,64.24824950977943,26.868780909815705,93.5229030864023
28,0.08147568942334084,1,106.789082773,0,390.05789799498615,92.68811797934364,64.25806052658774,26.87069798519806,93.51373759377402
29,0.08147557564386737,1,615.101932074,0,390.1411891475497,92.70509104110856,64.4665832776352,26.87728561838738,93.568422827696
