run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4
1,0.014284729148170588,1,4.450815686,0,86.39299022061827,89.91744600194802,8.50567755415088,54.84709937415862
2,0.014284729157029035,1,4.248209266,0,86.3914915701181,89.91797727426948,8.50552282763896,54.84665002417032
3,0.014284729154686683,1,4.378603486,0,86.3950421231283,89.91671863079969,8.505889439932929,54.84771477369513
4,0.014284729148280443,1,4.506652233,0,86.39294035540945,89.91746368027015,8.505672405806074,54.84708442179755
5,0.014284729149303203,1,4.312779428,0,86.39417475399698,89.91702607423616,8.505799859391658,54.84745460265937
6,0.014284729149871292,1,4.44019405,0,86.39248524931647,89.91762502801969,8.505625420018264,54.84694796162081
7,0.014284729149390107,1,4.446213666,0,86.394196251278,89.91701845291713,8.505802079073979,54.8474610498651
8,0.014284729154018651,1,4.315690666,0,86.3918306671718,89.91785709924784,8.505557843431221,54.846751707300356
9,0.014284729151151058,1,4.263313868,0,86.39224285345225,89.91771091436742,8.505600390869706,54.84687525542826
10,0.014284729154835724,1,4.431760938,0,86.39505965882095,89.91671238599078,8.505891236340148,54.847720025572784
11,0.01428472914868727,1,4.434222179,0,86.39279047344792,89.91751681683847,8.5056569312773,54.847039479605506
12,0.014284729150665162,1,4.420720658,0,86.39232841582931,89.91768063068568,8.505609228818077,54.846900938739765
13,0.014284729148316319,1,4.494125797,0,86.39292521404505,89.91746904831473,8.505670842711172,54.84707988152756
14,0.014284729153144006,1,4.463092063,0,86.39484749835503,89.91678759373734,8.505869328818637,54.84765638452802
15,0.014284729150988822,1,4.305198811,0,86.39452067451892,89.91690344763042,8.505835578844094,54.847558354817636
16,0.014284729148241129,1,4.424830632,0,86.39383381298182,89.91714693747129,8.505764654993273,54.84735235027804
17,0.014284729148187264,1,4.44774015,0,86.39298226530056,89.91744882218394,8.505676732838586,54.8470969886111
18,0.014284729151880796,1,4.360156119,0,86.39212524287858,89.91775266060199,8.505588253670158,54.84684002260577
19,0.014284729156797392,1,4.342741132,0,86.39527594966275,89.9166357179808,8.505913574858488,54.84778490604833
20,0.014284729155382517,1,4.374083334,0,86.39512267034625,89.91669004993268,8.505897743605056,54.84773892709032
21,0.014284729148141924,1,4.441887325,0,86.39378708139046,89.9171635034444,8.505759829588312,54.84733833510134
22,0.014284729148439024,1,4.410869523,0,86.39287675864651,89.9174862270047,8.505665840075947,54.84706535204427
23,0.01428472914841047,1,4.742089993,0,86.39390374185993,89.91712214759687,8.505771875494744,54.84737332229539
24,0.014284729158476119,1,4.329018068,0,86.3954429653699,89.9165765135447,8.505930819445442,54.847835010135526
25,0.014284729150904563,1,4.376297038,0,86.39450594669366,89.91690866896894,8.505834058883897,54.84755393688802
26,0.014284729148095757,1,4.403199314,0,86.39376331815937,89.91717192774657,8.505757376123954,54.847331208455216
27,0.014284729152567994,1,4.377474955,0,86.39202346275289,89.91778884207837,8.505577644151508,54.846809618885466
28,0.014284729148555629,1,4.350570099,0,86.39283455275825,89.91750117164743,8.50566147984785,54.84705268630279
29,0.014284729157400875,1,4.50806894,0,86.39533764408552,89.91661384829627,8.505919944757355,54.84780341407263
30,0.014284729148150148,1,4.470071601,0,86.3937911662346,89.9171620551438,8.505760251273973,54.84733956007481
31,0.014284729157321274,1,4.439103861,0,86.3953296272439,89.91661669187548,8.505919119804497,54.847801007401316
32,0.0142847291481021,1,4.379029916,0,86.39376667242955,89.91717073858669,8.50575772243369,54.84733221438753
33,0.01428472915625436,1,4.469978027,0,86.39157284152368,89.91794850860053,8.505531227883697,54.84667441276252
34,0.01428472915467253,1,4.412126389,0,86.39504038294302,89.91671921872475,8.505889245089797,54.847714243982956
35,0.014284729156660306,1,4.429292958,0,86.39526165440328,89.9166407860975,8.505912100078612,54.84778061684178
36,0.01428472914978694,1,4.417960039,0,86.39250352946401,89.91761854426427,8.505627306818381,54.84695344103208
37,0.014284729154641497,1,4.509030674,0,86.39175476843745,89.91788401209809,8.505550009035378,54.84672895503334
38,0.014284729158034947,1,4.399538957,0,86.39540043021016,89.91659159361632,8.505926430222138,54.84782224829223
39,0.01428472914818436,1,4.389446909,0,86.39298363134753,89.91744832997256,8.505676872347117,54.84709739351935
40,0.014284729151209383,1,4.442586028,0,86.39455835097861,89.91689009236858,8.505839470451274,54.8475696549114
41,0.0142847291514327,1,4.510020681,0,86.3921961240559,89.91772753289005,8.505595571422518,54.84686127519642
42,0.01428472915238224,1,4.459153572,0,86.39474107981418,89.91682531673283,8.505858338800593,54.847624464145454
43,0.014284729149809498,1,4.491699048,0,86.39429278199519,89.91698423388506,8.505812047071935,54.84749000187657
44,0.014284729149007098,1,0.44247832,0,86.39269479945625,89.9175507362474,8.505647054126698,54.84701079224761
45,0.014284729148130629,1,0.284841866,0,86.39378053960327,89.91716491314261,8.505759095282508,54.847335898692755
46,0.014284729152788937,1,0.428460474,0,86.3919925321712,89.91779971139985,8.505574552991774,54.84680023482703
47,0.014284729148287812,1,0.454353905,0,86.39385415496113,89.9171397252819,8.50576675520309,54.84735845037932
48,0.014284729153264066,1,0.445927624,0,86.39486355258742,89.91678189991796,8.50587098186242,54.84766120304869
49,0.014284729148538882,1,0.398503821,0,86.39284043604944,89.9174991042805,8.505662089949505,54.84705446078536
50,0.014284729154015744,1,0.343605208,0,86.39183102907218,89.91785697059728,8.505557880509722,54.846751815811224
51,0.014284729155737476,1,0.413240562,0,86.39516237208579,89.91667597678547,8.505901843433918,54.84775083670881
52,0.014284729148120446,1,0.445598755,0,86.39377621324299,89.91716735635325,8.50575870758361,54.84733507566273
53,0.014284729148587817,1,0.601510794,0,86.39282347814805,89.91750511605761,8.505660339093735,54.84704937587549
54,0.014284729148464199,1,0.429225412,0,86.39392400017772,89.91711496605895,8.505773967429882,54.847379397822735
55,0.014284729148162352,1,0.476539184,0,86.39299421096645,89.91744458709104,8.50567796589008,54.84710057077254
56,0.014284729152523531,1,0.422825675,0,86.39202998591477,89.91778643538063,8.505578420169046,54.846811465160684
57,0.014284729148090411,1,0.471940621,0,86.3937604660855,89.91717293865142,8.50575708149524,54.847330353116625
58,0.014284729157544461,1,0.442475918,0,86.39535204409533,89.91660874534526,8.505921433909256,54.847807732777135
59,0.01428472915740256,1,0.433588299,0,86.39533781557209,89.91661378798325,8.505919963167301,54.84780346517924
60,0.014284729149014984,1,0.420793722,0,86.39409876904784,89.91705301014555,8.505792013239528,54.8474318131215
61,0.014284729148140171,1,0.535573898,0,86.39300515211391,89.91744070841835,8.50567909585533,54.84710385140107
62,0.014284729153613814,1,0.477667979,0,86.39188204607053,89.91783888633795,8.505563147973817,54.84676711233075
63,0.014284729148768396,1,0.502673634,0,86.39276482953923,89.91752590850992,8.50565428396258,54.84703179035256
64,0.014284729153313015,1,0.466601213,0,86.39487006483202,89.91677959378414,8.5058716583832,54.8476631539454
65,0.014284729155817638,1,0.618453055,0,86.39517122568202,89.91667284044532,8.505902761063842,54.84775349058786
66,0.014284729149042028,1,0.427500178,0,86.39410627441538,89.91705036883585,8.50579279416636,54.847434072083914
67,0.014284729152093058,1,0.49815451,0,86.39209301557499,89.91776408904639,8.505584927208895,54.84683036193283
68,0.014284729157228882,1,0.345965394,0,86.39147116540389,89.91798446306467,8.505520730499217,54.84664387092639
69,0.014284729148113231,1,0.461086002,0,86.39377249003032,89.91716867605147,8.505758322968953,54.84733395908458
70,0.014284729148269424,1,0.503331072,0,86.39294510918629,89.91746199483015,8.505672896528123,54.84708584722968
71,0.01428472914957636,1,0.463761272,0,86.39255090043933,89.91760175260755,8.505632197762164,54.846967645955694
72,0.014284729151190657,1,0.478159964,0,86.39223620968339,89.91771331882465,8.50559970938572,54.846873292203874
73,0.01428472914842476,1,0.465965141,0,86.39390920868564,89.91712020985346,8.505772440194812,54.84737496181946
74,0.014284729152625804,1,0.501612608,0,86.39201543426816,89.9177915947003,8.505576918069524,54.84680710249222
75,0.014284729150143883,1,0.659520611,0,86.39242852479806,89.91764513868262,8.505619563838298,54.846930953949865
76,0.01428472915736682,1,0.672981297,0,86.39145729538399,89.91798948092702,8.505519301434795,54.846639777062656
77,0.014284729155748627,1,0.468549362,0,86.39516360648021,89.91667553939703,8.505901971326058,54.8477512067192
78,0.014284729155475746,1,0.417752312,0,86.39165787868944,89.91791824454499,8.505539875106615,54.84669990578446
79,0.014284729152871925,1,0.444792377,0,86.39481040933543,89.91680074118572,8.505865498958778,54.84764525931331
80,0.0142847291482199,1,0.66967452,0,86.39296712119817,89.91745419131655,8.505675169512369,54.84709244751821
81,0.014284729153993416,1,0.427096428,0,86.39183381992576,89.91785598152707,8.50555816885435,54.846752652568945
82,0.014284729151236117,1,0.476025124,0,86.39456283360609,89.91688850298087,8.505839932823333,54.84757099971202
83,0.014284729149932968,1,0.513772518,0,86.39247210900595,89.91762968658327,8.505624063346612,54.8469440217521
84,0.014284729149588959,1,0.485453016,0,86.39254799181099,89.91760278365958,8.505631897351297,54.84696677386408
85,0.014284729152271596,1,0.515269494,0,86.39206651223174,89.917773485446,8.505582191123148,54.84682241594586
86,0.014284729153458204,1,0.476971968,0,86.3948891819562,89.91677281726429,8.505873632800574,54.84766888808686
87,0.014284729148365385,1,0.442718374,0,86.39290526440544,89.91747612078024,8.505668783039443,54.847073899445796
88,0.014284729148195256,1,0.464127396,0,86.3938128545817,89.91715436664376,8.505762490941915,54.847346064274305
89,0.014284729148554226,1,0.553995659,0,86.39283506483811,89.91750100844745,8.505661535443021,54.84705285015072
90,0.01428472914812374,1,0.435427204,0,86.39301345742128,89.91743776391311,8.505679953361566,54.84710634173737
91,0.01428472915243744,1,0.382102406,0,86.39474907088434,89.91682248374815,8.50585916316645,54.84762686169424
92,0.014284729156952898,1,0.541276761,0,86.39149946695788,89.91797452893259,8.50552365458036,54.84665241926179
93,0.014284729154979052,1,0.427966609,0,86.39171506388881,89.9178980891547,8.505545910325466,54.84671705191882
94,0.014284729148592695,1,0.417497549,0,86.39396957231803,89.9170988216886,8.505778677406006,54.8473930693934
95,0.01428472914877387,1,0.562314186,0,86.39276313933796,89.91752650786427,8.505654109571738,54.84703128355283
96,0.014284729158307892,1,0.406755848,0,86.39136466512116,89.91802231876787,8.505509738119692,54.84661200693001
97,0.014284729152583732,1,0.499354711,0,86.39477003269835,89.91681505427705,8.505861329658792,54.84763314815471
98,0.014284729149581796,1,0.54725883,0,86.39254964276601,89.91760219831482,8.505632067814714,54.846967268836124
99,0.014284729151817926,1,0.387455804,0,86.39465646554481,89.9168553108031,8.505849600022444,54.84759908503962
100,0.014284729147757474,1,0.340279954,1,86.39334061637895,89.91732153876774,8.505713619032775,54.847204409589416
101,0.014284729148160001,1,0.569209397,0,86.3929953527158,89.91744418236587,8.505678083957154,54.84710091301698
102,0.014284729156828525,1,0.413530769,0,86.3915123164833,89.9179699686667,8.505524979637084,54.84665626932188
103,0.0142847291581903,1,0.471649112,0,86.39541551927115,89.91658624609911,8.505927989976323,54.84782677405388
104,0.014284729148120713,1,0.478977303,0,86.39377634885513,89.91716730827096,8.505758721542403,54.84733511636538
105,0.014284729153615732,1,0.450835385,0,86.39188179448941,89.91783897228237,8.505563121222334,54.84676703523922
106,0.014284729156731617,1,0.451637037,0,86.39152240164562,89.9179663975201,8.505526022245949,54.84665929453979
107,0.014284729148115988,1,0.483173014,0,86.3937739103571,89.91716817246731,8.505758469559442,54.84733438505009
108,0.014284729158331315,1,0.472307271,0,86.39542909879289,89.91658142886203,8.505929387349566,54.84783085039626
109,0.014284729157511498,1,0.467583231,0,86.39534875014046,89.91660991320484,8.505921094275655,54.847806744288604
110,0.01428472914930847,1,0.524938024,0,86.39261530508699,89.91757891936116,8.505638847071786,54.84698695673976
111,0.014284729151900018,1,0.470106547,0,86.3921222933264,89.91775370890905,8.505587949648719,54.84683913973922
112,0.014284729153681522,1,0.546629464,0,86.39187332828165,89.91784197373818,8.505562247163748,54.84676449704178
113,0.014284729148543961,1,0.516261472,0,86.39283865239057,89.91749973640724,8.505661905651552,54.847053925918665
114,0.014284729150863594,1,0.487974035,0,86.39229268748126,89.91769329439592,8.50560553954131,54.846890225077466
