obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06922156497737048,1,529.522031727,120.61128897721915,74.59204933789353,0.3715339057192439,189.7741688087712,88.11155355208972,76.71977633094232,59.189697048874464
