uidp,mean_km,dist_mode,dist_mean,norm_mean,norm_sd,pk_am,inverse_income_with_pred,a,be,bl,sig,mu,idx,ha
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.25
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.25
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.25
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.25
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.166666666666666
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.166666666666666
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.166666666666666
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.166666666666666
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.25
L0603154038_4C0B,8.0679779,7.372,7.4040141,-1.2294949,0.065640837,10.0,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,115.43886168612788,25.739885873202567,1,9.166666666666666
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,9.5
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,10.083333333333334
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,9.916666666666666
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,10.5
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,9.75
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,10.25
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,9.916666666666666
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,10.25
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,10.166666666666666
L0407163825,16.670069,15.273,15.273,-0.95084953,0.51657552,10.5,0.48543462,2050.9097216038335,5350.261225187414,1572.0331130602144,238.5199629251845,53.18379386716119,2,10.083333333333334
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.25
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.416666666666666
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,9.583333333333334
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.916666666666666
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.916666666666666
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.666666666666666
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,9.416666666666666
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.75
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.75
L0504124342_FCBF,7.8418636,4.77,4.77,-1.2025347,0.56109387,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,112.20355567432586,25.018496158401895,3,8.416666666666666
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,10.833333333333334
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,10.166666666666666
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,9.833333333333334
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,11.916666666666666
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,8.416666666666666
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,11.833333333333334
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,9.583333333333334
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,11.416666666666666
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,11.166666666666666
L0506094845_4488,9.3882208,8.082,8.0819998,0.0,1.0,10.0,1.3592167,732.4678848936028,1910.8079121964784,561.4404950040727,134.32926265328868,29.951957595772104,4,9.75
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,9.916666666666666
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,11.166666666666666
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,10.166666666666666
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,12.083333333333334
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,9.416666666666666
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,12.333333333333334
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,11.0
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,11.833333333333334
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,11.083333333333334
L0301202156,6.8249965,6.094,6.0939999,0.0,1.0,10.5,0.97086877,1025.4553572271798,2675.131907631128,786.0169370426881,97.65393965342997,21.774307412890526,5,10.0
L0310152324,19.517893,18.685,18.965771,-0.76316327,0.36055037,9.833333,2.6246049,379.32664888382345,989.559237944571,290.75587600472824,279.26741723370895,62.269424201741955,6,9.583333333333334
L0310152324,19.517893,18.685,18.965771,-0.76316327,0.36055037,9.833333,2.6246049,379.32664888382345,989.559237944571,290.75587600472824,279.26741723370895,62.269424201741955,6,10.25
L0310152324,19.517893,18.685,18.965771,-0.76316327,0.36055037,9.833333,2.6246049,379.32664888382345,989.559237944571,290.75587600472824,279.26741723370895,62.269424201741955,6,10.25
