run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5
1,0.08389534214117864,1,282.023509085,0,342.6974479744788,76.82716585320522,60.39203519827916,49.7209465748079,91.25646265504024
2,0.0838951618983014,1,187.474101856,1,342.638122911025,76.83424341305475,60.44031926233296,49.83177273309065,91.25845062683916
