iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,117.5270041004025,141.61078259134575,0.0,64.58742793313078,55.20529879453573,33.22476664854166,21.281629285852873
2,130.75551510320534,119.28625304422769,0.0,52.0344668895554,72.94366667441699,31.41877046544864,12.646776335505427
