run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,0.08308901151150692,1,310.679428578,1,114.70154676179067,99.137696273027,-10.198869558990488,55.54158711032586,69.41607130951002,4.244804151722476,67.9544045500012
2,0.11405687632466537,0,7250.74032749,0,130.04195051542558,116.84156021090449,3.3554144694388772,53.934487214295075,73.09329676155767,29.15908631178142,15.548703719533275
