obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.0876825597086899,1,751.156875881,303.6323835998359,12.462871877257246,29.413074429115802,88.55574001959837,60.08768306079653,24.644702944504136,93.10309101847469
