uidp,mean_km,dist_mode,dist_mean,norm_mean,norm_sd,pk_am,inverse_income_with_pred,a,be,bl,sig,mu,idx,ha
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,10.083333333333334
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,9.083333333333334
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,9.583333333333334
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,10.25
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,9.083333333333334
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,9.666666666666666
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,9.5
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,10.083333333333334
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,10.25
L0306163831,8.0285425,7.605,7.7370415,-0.83327734,0.59100217,9.833333,2.304049,755.3851682975658,370.5230056059081,935.4361161717727,10.778464393764713,60.066100772701425,1,9.166666666666666
L0427183634_92D5,5.4975004,5.769,5.7690001,-0.061421618,0.91697341,10.5,0.97086877,755.3851682975658,370.5230056059081,935.4361161717727,7.380494319623675,41.12993273989225,2,9.583333333333334
L0427183634_92D5,5.4975004,5.769,5.7690001,-0.061421618,0.91697341,10.5,0.97086877,755.3851682975658,370.5230056059081,935.4361161717727,7.380494319623675,41.12993273989225,2,11.5
L0427183634_92D5,5.4975004,5.769,5.7690001,-0.061421618,0.91697341,10.5,0.97086877,755.3851682975658,370.5230056059081,935.4361161717727,7.380494319623675,41.12993273989225,2,8.916666666666666
