iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
1,130.59239483766086,65.54503809270736,134.3577184509544,0.0,73.1828100428575,49.8698649688461,25.629061095930684,29.886817827760503
2,69.36345189844047,56.027287433657754,71.59425442609957,0.0,38.10480193155548,57.3305654110662,27.14035457702061,22.039577397915462
