obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.08411995361904079,1,573.137755143,172.59162031700626,93.49566903680567,0.7872936006892182,82.31045660102009,52.32257298106087,22.68373194952354,64.6164439381399
