obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.0811437115917295,1,3197.876615113,111.0998167790799,107.24460610840467,9.628402574660662,40.14735844095934,-16.801720988244885,-3.899013308902108,42.994273648043745,76.41095150465354,50.11525349960926,21.77266304644354,63.62547340695981
