obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08106482967504146,1,557.386896342,58.58399005190028,114.98096380353965,4.819114211276047,35.81474240216038,-32.053747136781986,-13.364625115808135,27.755212737999457,72.36076271648956,47.94559520724216,20.771794861763542,49.508257095207725
