obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08115669056233724,1,1115.063926213,113.13149735836754,105.50323117881027,9.875728007358124,38.038359008254815,-15.419502875428535,-2.7079097950366084,41.448922729668325,76.5921559465944,50.19317705899004,21.834447837177073,63.73727454919402
