obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08118295971981883,1,763.349082058,44.99164630056939,113.9685729842192,3.306893739655708,28.34893886421113,-27.60646340753861,-18.545366699625966,18.756222638991197,71.46056487682196,47.70299904911933,19.853737689638553,44.4803793661898
