obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08112679320425698,1,537.861400556,92.93873288933312,113.36955804471528,7.912189595026111,43.862261674050565,-24.091894787704945,-9.221805896878156,42.97822603053877,77.58907663501454,47.687193335556735,21.045488027853217,60.077061046305815
