obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08110596147365215,1,1727.916394892,55.998850989256994,112.60726721932454,4.642058984668384,31.020367975672492,-30.258038961682637,-12.173268113315142,22.989344115189507,72.40020709081762,48.16360010145966,20.8093173286608,48.007754841107115
