obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.0810958127454554,1,673.753603284,93.95754822514027,111.57357814011029,8.04990692506229,41.25193988387138,-22.63983088802973,-8.02001987911912,40.92525804149466,74.9616847786845,49.464942385380546,21.43181090801942,59.94739158437216
