obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08114457639343083,0,7264.501213207,55.25383969511681,110.8522830166235,4.715752713743652,27.41231421685483,-28.64146852221736,-11.877234957377492,20.186544690089715,71.97774288102389,48.00392098337758,20.71519574214864,47.40250756747267
