obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08114481396184692,1,505.321458655,112.56811400461496,108.08450525579246,9.689410282773125,42.1022306689629,-17.075485673993896,-4.2065213138858075,44.946566001732144,76.3574514277112,50.29225659542188,21.769843926223935,64.20095493433166
