obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.08118308313048997,1,1059.094723525,46.197897560136816,111.16527765738677,3.786513732584897,25.328777930533672,-30.0602737551309,-13.362127573725594,15.59911158005424,71.20003636814046,47.839328309080564,20.451534125841857,44.06201610745735
