obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.08368523058018804,1,1000.973666197,44.790065760757386,88.0692576811712,2.445544449608934,57.048370509193894,42.96655833096064,34.25621911677461,38.30784151008895
