obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.08383001278993914,1,1377.713667325,43.91949490635153,88.42409721400261,2.2642172289829223,48.86002618921258,58.6775711379822,33.52570669626392,38.168834640300844
