obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.08367904852433362,0,7259.631300705,43.002507933303626,88.22680704908892,2.2309235614383027,56.983112708579,43.11113281490612,34.30459786998974,37.4841188784221
