iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,120.89316186844758,84.302413751019,0.0,32.73196954896376,51.466224705471845,16.748685529365144,25.498004057702822
2,124.52736499860069,147.67548043114544,0.0,61.83405470723331,35.74613852675817,26.13694458281637,27.186696186892632
3,145.401402710471,145.40641658239758,0.0,69.80146080292177,52.00543612248665,18.238415208309227,34.558826863091326
4,127.73628883097787,143.52143273660243,0.0,57.33730257685268,42.813532241120775,24.521883328426327,24.033343775939574
