obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.20316057337906607,1,453.815594206,143.17868975315662,136.51182945515623,0.2857773590399582,53.51124487887031,41.84292647175709,31.088982734897325,16.600304223576014
