index,sim_idx,hdgrid,avg_msc,avg_delays,instant_delays,vol_dep,trip_prob,density,logsum,time
1,1,5.0,-0.3718311068779274,2.0946800570230546,2.0924897208656423,0.19254165550745977,0.9996710198674056,0.19254165550745977,-393.8377392890417,37.25299520412297
2,1,5.083333333333333,-0.47839036257546796,2.095816875424897,2.0941113378253196,0.4892174963618273,0.9996710198674056,0.681759151869287,-393.8377392890417,37.25299520412297
3,1,5.166666666666667,-0.5562819992090066,2.0966837760229646,2.0955446170964684,0.4323988426701649,0.9996710198674056,1.114157994539452,-393.8377392890417,37.25299520412297
4,1,5.25,-0.5987332606924178,2.0972244480716773,2.0972497176735487,0.514403251738456,0.9996710198674056,1.6285612451876166,-393.8377392890417,37.25299520412297
5,1,5.333333333333333,-0.5887927010226043,2.0971573479697705,2.0981235944201524,0.2636355170642049,0.9996710198674056,1.892196742800677,-393.8377392890417,37.25299520412297
6,1,5.416666666666667,-0.5339261932102795,2.096626584925023,2.0978682930877963,0.08067785032134815,0.9996710198674056,1.8151761628864318,-393.8377392890417,37.25299520412297
7,1,5.5,-0.46202091157065733,2.0959964279880188,2.096669182473331,0.07258125992417866,0.9996710198674056,1.4534224890803704,-393.8377392890417,37.25299520412297
8,1,5.583333333333333,-0.40731926368972765,2.095627493373342,2.09672938361747,0.46054866273237915,0.9996710198674056,1.4715842706516304,-393.8377392890417,37.25299520412297
9,1,5.666666666666667,-0.3554558356797162,2.0950444363430933,2.096404478501248,0.4020586906332345,0.9996710198674056,1.373565273893639,-393.8377392890417,37.25299520412297
10,1,5.75,-0.2908990405381982,2.0943454007308353,2.0955729760457578,0.0757301452686031,0.9996710198674056,1.1227134638739602,-393.8377392890417,37.25299520412297
11,1,5.833333333333333,-0.24872120920380766,2.093724790345448,2.0947037352381064,0.013449773106698735,0.9996710198674056,0.860476559457583,-393.8377392890417,37.25299520412297
12,1,5.916666666666667,-0.232110135535133,2.093279279176516,2.093150158226694,0.0029850242442238223,0.9996710198674056,0.3917856942118874,-393.8377392890417,37.25299520412297
13,1,6.0,-0.26903650374389193,2.0934346249825575,2.0921125001662375,0.004948032894326084,0.9996710198674056,0.07873983255697524,-393.8377392890417,37.25299520412297
14,1,6.083333333333333,-0.3723695540555528,2.094199401571175,2.092019660613978,0.032271532811797475,0.9996710198674056,0.05073153315634662,-393.8377392890417,37.25299520412297
15,1,6.166666666666667,-0.5238750720666813,2.0954218972700724,2.092616853391398,0.19102839371205751,0.9996710198674056,0.23089563027638577,-393.8377392890417,37.25299520412297
16,1,6.25,-0.7298538184358379,2.096982413403309,2.094316333417464,0.5147620893593943,0.9996710198674056,0.7436032450478196,-393.8377392890417,37.25299520412297
17,1,6.333333333333333,-0.961757053233501,2.098487979687638,2.096348027669178,0.613861147501092,0.9996710198674056,1.356534905181574,-393.8377392890417,37.25299520412297
18,1,6.416666666666667,-1.2454048032538108,2.0998291533503544,2.097909226241579,0.47519149315358006,0.9996710198674056,1.827525080978539,-393.8377392890417,37.25299520412297
19,1,6.5,-1.6245807424538383,2.1011948842368198,2.0985105865537785,0.21126246807971738,0.9996710198674056,2.008946460787145,-393.8377392890417,37.25299520412297
20,1,6.583333333333333,-2.1984294044047594,2.1030912611942365,2.0992912396318477,0.419107388686796,0.9996710198674056,2.24445777688495,-393.8377392890417,37.25299520412297
21,1,6.666666666666667,-3.0682727993486543,2.1057897652320565,2.098883034395993,0.43779092290235905,0.9996710198674056,2.121308384363573,-393.8377392890417,37.25299520412297
22,1,6.75,-4.388965396708039,2.110275943432482,2.100657935260475,1.1953073595179124,0.9996710198674056,2.6567693340226803,-393.8377392890417,37.25299520412297
