obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.06266196099839418,1,331.831282444,83.44783343260654,106.9580912105916,10.021497014401588,24.86150080524418,-22.25811181073627,-18.3329053955945,42.7093301699303,80.63383279482426,60.8794052680828,20.736867219881297,56.16942224908048
