obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.12642873815179928,1,1091.23513078,131.24927340738523,148.8447181020379,0.31327623332149496,0.08080567343161743,0.06365943708244604,0.07591359417252372,0.333666821483439,47.838160053982506,64.3070110152311,26.33838959749435,15.685736096822422
