obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.06269300288614763,1,406.560737688,91.95705453007642,104.46370481219434,11.155245725367925,23.74050061559952,-19.645212153215432,-16.002590583563073,43.34214360271059,84.77921452351265,59.85358473693518,20.857801437625845,57.98106117934362
