obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.06269303640238415,1,936.0811237,92.13119502206904,104.42713753347557,11.170590791955636,23.727459234402115,-19.57262508924692,-15.992061564823251,43.39877646430151,84.75389681709767,59.818484691005246,20.76452832954138,58.02127254932079
