obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
0.1134941650975775,0,7239.875888496,118.88812838407001,117.08241222464851,2.4740494171276963,0.8598298071885236,0.5260642841925717,0.5053488542376443,3.252470483178091,70.96988438269459,69.30308509495913,31.237515189149608,14.256402064080227
