uidp,mean_km,dist_mode,dist_mean,norm_mean,norm_sd,pk_am,inverse_income_with_pred,a,be,bl,sig,mu,idx,ha
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,11.833333333333334
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,11.0
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,11.75
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,12.75
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,12.5
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,11.583333333333334
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,11.583333333333334
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,11.75
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,12.166666666666666
L0324174311,6.545187,6.036,6.0359998,1.6562221,0.64918655,10.0,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.548414082126241,30.5443341134408,1,12.333333333333334
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.333333333333334
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.833333333333334
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.75
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,10.666666666666666
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.5
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.166666666666666
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.666666666666666
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.333333333333334
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.416666666666666
L0520105847_63C7,9.197113,8.959,8.9589996,1.0763154,0.42273614,9.666667,0.97086877,394.79442837884676,472.2958674039946,330.68584435164496,16.227507217762657,42.920040688076575,2,11.583333333333334
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,10.75
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,10.25
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,10.916666666666666
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,11.083333333333334
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,12.416666666666666
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,9.5
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,10.416666666666666
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,11.583333333333334
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,10.75
L0420164633,16.270912,13.926,13.923445,0.0,1.0,10.5,0.61782604,394.79442837884676,472.2958674039946,330.68584435164496,28.708611269599604,75.93124114840313,3,11.166666666666666
L0408194808,6.7669635,7.34,7.3274446,0.5837965,0.098646984,9.5,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.93971945746306,31.579295454424567,4,10.583333333333334
L0408194808,6.7669635,7.34,7.3274446,0.5837965,0.098646984,9.5,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.93971945746306,31.579295454424567,4,10.583333333333334
L0408194808,6.7669635,7.34,7.3274446,0.5837965,0.098646984,9.5,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.93971945746306,31.579295454424567,4,10.583333333333334
L0408194808,6.7669635,7.34,7.3274446,0.5837965,0.098646984,9.5,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.93971945746306,31.579295454424567,4,10.5
L0408194808,6.7669635,7.34,7.3274446,0.5837965,0.098646984,9.5,1.3592167,394.79442837884676,472.2958674039946,330.68584435164496,11.93971945746306,31.579295454424567,4,10.5
