obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06682942955281902,1,338.412592811,96.03287487690393,85.64154728015137,-2.4835443028638897,90.75127842399836,57.90581848465926,19.464164730465086,56.26246886389227
