obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06677130574751207,1,382.736180909,99.90502571983504,84.18669573835568,-2.5611271168372602,85.24490915547213,59.52274497455614,18.568445236880763,57.161409543964695
