obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.0826181925050573,1,193.725325052,107.40058199650605,85.32811511870804,84.58372009182288,8.082229403453251,78.21993566120231,48.006028896383675,17.704695468116334,60.36092584310513
