obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.08239971056776846,1,3969.097768199,104.78399746420745,94.99046173970562,82.34732227257398,9.891201205474475,75.74129114050606,49.800821579583086,21.45995963792503,59.85670993870247
