obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.08239122251822309,0,7288.601602675,102.62825837464081,96.51244792996066,82.71180287503887,10.075131906217644,75.62802472855518,49.71870180403442,21.431657295459583,59.23173491057815
