obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.0823883590720253,1,5989.302380313,105.41579313949178,96.46734493888202,81.99328142197162,10.391141119850255,75.81605524284728,49.83873932256204,21.46794593408731,59.96779313277017
